1000.0000,0.0045,2.3569,1.2079,0.1537
2000.0000,0.0079,1.2332,1.0659,0.0965
3000.0000,0.0118,0.6223,0.6710,0.0925
4000.0000,0.0155,0.6133,0.5852,0.0873
5000.0000,0.0192,0.8426,0.4860,0.0782
6000.0000,0.0232,0.8367,0.4251,0.0800
7000.0000,0.0269,0.9512,0.4209,0.0799
8000.0000,0.0299,1.4285,0.3253,0.0693
9000.0000,0.0340,1.3222,0.3186,0.0739
10000.0000,0.0380,1.5347,0.3176,0.0838
