Model probability	Spectral learning probability
5.030299e-36	4.847236e-36	[3, 0, 3, 7, 6, 4, 7, 2, 7, 5, 4, 2, 0, 4, 0, 6, 6, 4, 7, 5, 3, 4, 6, 4, 0, 0, 6, 2, 1, 0, 7, 6, 6, 2, 7, 1, 2, 7, 7, 3]
2.257015e-49	3.181442e-49	[4, 6, 0, 7, 2, 6, 5, 5, 1, 3, 2, 1, 7, 0, 2, 0, 0, 7, 3, 1, 1, 2, 4, 7, 0, 4, 6, 0, 2, 6, 3, 1, 7, 1, 6, 0, 2, 2, 2, 2, 0, 2, 0, 6, 3, 4, 5, 2, 1, 2, 3, 3, 2, 3]
5.192071e-86	4.638226e-86	[2, 7, 0, 2, 0, 1, 6, 3, 2, 7, 6, 4, 4, 2, 2, 2, 0, 0, 2, 5, 4, 7, 1, 1, 6, 0, 7, 6, 0, 7, 5, 2, 0, 6, 7, 0, 0, 0, 0, 2, 7, 6, 0, 1, 6, 2, 5, 0, 2, 7, 1, 5, 3, 1, 7, 7, 0, 3, 0, 2, 1, 7, 2, 2, 3, 2, 0, 7, 6, 6, 5, 0, 2, 6, 7, 2, 6, 3, 2, 7, 3, 6, 2, 6, 7, 3, 1, 7, 7, 0, 2, 5, 7, 6, 4, 0, 3, 0]
1.259670e-85	1.459466e-85	[3, 6, 5, 6, 2, 2, 0, 1, 4, 3, 6, 2, 6, 0, 4, 7, 7, 0, 6, 2, 4, 0, 6, 3, 6, 0, 0, 1, 4, 3, 0, 4, 6, 2, 0, 0, 3, 5, 1, 2, 2, 6, 2, 0, 7, 0, 7, 1, 6, 6, 5, 0, 7, 6, 0, 3, 3, 6, 7, 3, 5, 4, 5, 0, 6, 2, 5, 7, 7, 0, 0, 7, 6, 6, 2, 6, 2, 5, 2, 3, 1, 1, 4, 6, 7, 1, 3, 6, 2, 0, 6, 2, 3, 5, 5, 3]
1.510115e-52	1.804046e-52	[7, 0, 1, 2, 5, 0, 1, 0, 4, 0, 1, 7, 4, 4, 5, 1, 2, 5, 1, 2, 2, 1, 6, 0, 1, 1, 7, 6, 6, 0, 7, 1, 6, 7, 0, 6, 5, 3, 6, 6, 0, 2, 6, 3, 6, 0, 6, 1, 2, 1, 3, 5, 1, 0, 6, 7, 0, 1]
2.478418e-08	2.430296e-08	[0, 3, 6, 6, 7, 0, 6, 2, 5]
9.080529e-31	9.200886e-31	[5, 0, 7, 6, 1, 3, 7, 1, 0, 6, 0, 2, 2, 4, 2, 4, 2, 0, 6, 0, 3, 2, 6, 3, 2, 0, 6, 0, 6, 6, 0, 4, 4, 2, 6]
3.989205e-09	4.162842e-09	[1, 2, 7, 2, 5, 4, 7, 3, 7]
1.164733e-89	1.083261e-89	[0, 3, 5, 3, 7, 4, 4, 0, 3, 4, 4, 2, 0, 0, 7, 5, 3, 1, 7, 0, 4, 0, 1, 7, 1, 7, 0, 7, 1, 1, 4, 7, 7, 6, 0, 3, 0, 0, 3, 6, 3, 6, 6, 7, 5, 2, 7, 0, 6, 5, 3, 2, 7, 1, 1, 7, 2, 6, 0, 1, 4, 1, 7, 2, 5, 6, 7, 4, 4, 1, 1, 6, 7, 3, 6, 1, 5, 6, 6, 4, 2, 7, 3, 5, 6, 2, 7, 4, 1, 2, 7, 5, 0, 1, 4, 7, 1, 3]
8.143388e-19	8.326333e-19	[5, 0, 7, 2, 3, 4, 2, 3, 6, 6, 7, 7, 6, 0, 6, 6, 0, 3, 2, 2, 2]
2.641502e-23	2.820752e-23	[0, 4, 7, 5, 5, 7, 5, 1, 2, 4, 7, 6, 6, 6, 5, 4, 4, 0, 7, 4, 2, 0, 0, 7, 4]
7.898679e-35	7.203581e-35	[1, 6, 0, 6, 2, 0, 4, 0, 5, 5, 2, 0, 7, 0, 6, 2, 2, 6, 0, 7, 0, 0, 5, 1, 5, 6, 6, 7, 3, 6, 1, 2, 3, 7, 2, 1, 4, 5, 6]
9.555302e-56	8.430056e-56	[0, 6, 2, 6, 6, 7, 2, 7, 0, 4, 0, 3, 3, 6, 7, 5, 7, 5, 0, 0, 2, 3, 0, 2, 6, 1, 4, 6, 4, 6, 6, 5, 1, 6, 3, 6, 0, 0, 7, 2, 2, 4, 7, 1, 5, 0, 2, 3, 0, 6, 1, 1, 6, 4, 1, 4, 5, 2, 6, 4, 6, 3]
3.916446e-11	4.137938e-11	[4, 3, 6, 5, 7, 1, 4, 6, 6, 4, 1]
1.459586e-50	1.365413e-50	[2, 6, 6, 3, 2, 2, 5, 6, 7, 6, 1, 3, 1, 0, 3, 6, 4, 4, 0, 6, 0, 2, 2, 0, 4, 2, 4, 1, 5, 6, 2, 6, 7, 0, 7, 5, 1, 4, 0, 7, 2, 5, 2, 3, 6, 2, 5, 0, 2, 3, 6, 0, 6, 7, 0, 6, 0]
2.445702e-51	2.133062e-51	[2, 4, 7, 2, 0, 0, 6, 0, 3, 3, 3, 0, 7, 1, 0, 7, 0, 5, 5, 7, 6, 4, 3, 0, 5, 1, 7, 3, 0, 3, 6, 2, 6, 7, 4, 2, 5, 5, 2, 7, 6, 0, 4, 2, 6, 6, 2, 2, 0, 7, 5, 2, 7, 7, 3, 5, 7]
2.150772e-27	1.693246e-27	[0, 5, 7, 0, 7, 7, 1, 7, 3, 3, 1, 7, 6, 5, 7, 6, 1, 2, 5, 1, 7, 1, 1, 1, 7, 1, 1, 6, 0]
1.325877e-24	1.446948e-24	[3, 7, 3, 7, 6, 6, 0, 6, 0, 7, 4, 0, 1, 3, 0, 6, 3, 7, 4, 7, 0, 2, 2, 1, 4, 2, 3]
4.595509e-35	4.700652e-35	[7, 7, 1, 7, 0, 0, 6, 0, 5, 5, 4, 1, 7, 3, 6, 0, 0, 3, 0, 6, 3, 5, 0, 0, 1, 3, 1, 2, 6, 7, 4, 4, 2, 2, 0, 2, 0, 6, 6]
1.834861e-51	1.899972e-51	[6, 7, 4, 4, 7, 6, 0, 3, 3, 4, 3, 0, 1, 1, 6, 4, 0, 6, 5, 7, 5, 5, 0, 0, 2, 3, 6, 2, 1, 1, 2, 0, 7, 7, 0, 4, 6, 7, 3, 1, 7, 1, 3, 0, 7, 3, 7, 7, 7, 6, 7, 5, 5, 4, 4, 1]
1.065106e-44	1.281903e-44	[3, 7, 6, 1, 7, 7, 5, 4, 7, 7, 0, 3, 0, 6, 7, 1, 7, 2, 5, 7, 3, 5, 5, 7, 1, 2, 4, 7, 5, 2, 3, 3, 5, 2, 5, 6, 6, 7, 2, 3, 1, 4, 2, 3, 0, 0, 6, 7]
1.256876e-40	1.306502e-40	[7, 0, 5, 0, 2, 5, 1, 4, 1, 7, 2, 3, 7, 1, 1, 3, 1, 6, 4, 7, 6, 6, 2, 4, 4, 4, 6, 3, 5, 0, 5, 0, 0, 0, 1, 6, 6, 3, 4, 0, 0, 2, 2, 2]
8.592743e-69	8.007565e-69	[2, 2, 0, 7, 0, 6, 2, 6, 2, 1, 2, 4, 4, 3, 7, 7, 3, 2, 0, 7, 5, 3, 6, 7, 7, 5, 7, 3, 6, 1, 7, 7, 2, 6, 7, 7, 3, 6, 7, 2, 6, 2, 2, 4, 0, 7, 0, 6, 6, 4, 7, 7, 3, 0, 4, 7, 7, 7, 3, 0, 6, 2, 6, 3, 3, 2, 4, 2, 2, 0, 6, 0, 0, 5, 3, 3, 7, 5]
3.623152e-58	3.371278e-58	[3, 5, 0, 7, 3, 7, 5, 1, 5, 4, 1, 6, 0, 6, 6, 3, 0, 5, 6, 1, 2, 3, 6, 7, 0, 1, 5, 6, 3, 2, 7, 2, 2, 1, 1, 2, 7, 4, 0, 2, 6, 0, 3, 7, 4, 2, 6, 5, 0, 6, 4, 6, 7, 3, 6, 3, 0, 0, 4, 7, 2, 4, 1, 2]
1.849209e-33	2.104980e-33	[0, 7, 3, 7, 2, 6, 3, 2, 7, 2, 1, 4, 6, 2, 7, 4, 6, 0, 2, 6, 7, 0, 2, 5, 1, 0, 0, 2, 4, 0, 7, 6, 6, 2, 6, 3, 6, 7]
2.379366e-41	2.071531e-41	[2, 4, 0, 2, 7, 0, 7, 5, 4, 4, 7, 5, 7, 0, 7, 1, 0, 7, 2, 1, 2, 2, 0, 6, 0, 2, 6, 7, 1, 6, 6, 7, 0, 6, 0, 3, 4, 6, 0, 1, 6, 6, 5, 6, 1, 0, 7]
9.123417e-12	9.453182e-12	[7, 6, 3, 6, 3, 4, 7, 3, 7, 5, 1, 7]
1.154645e-20	1.298393e-20	[6, 1, 0, 0, 5, 1, 3, 0, 1, 5, 7, 1, 6, 1, 0, 4, 5, 6, 2, 7, 7, 0]
6.408211e-67	6.152632e-67	[5, 7, 6, 6, 4, 3, 6, 1, 1, 6, 2, 7, 5, 0, 2, 3, 2, 4, 0, 0, 4, 2, 2, 6, 1, 7, 7, 5, 6, 6, 7, 2, 0, 1, 2, 0, 6, 7, 6, 5, 0, 7, 1, 0, 6, 3, 6, 4, 5, 7, 2, 0, 4, 1, 0, 7, 5, 0, 4, 0, 2, 7, 4, 6, 4, 2, 6, 7, 7, 2, 6, 0, 6, 6, 6, 0]
2.064354e-51	2.000335e-51	[6, 6, 5, 7, 6, 5, 7, 3, 4, 6, 6, 3, 0, 4, 4, 7, 4, 6, 2, 0, 3, 6, 3, 3, 0, 2, 0, 1, 2, 2, 7, 0, 4, 2, 6, 3, 5, 4, 6, 3, 4, 0, 6, 4, 4, 2, 4, 3, 0, 2, 0, 7, 7, 0, 1, 7, 6]
1.035673e-82	1.283241e-82	[6, 3, 2, 5, 3, 0, 1, 6, 7, 5, 1, 6, 6, 0, 2, 7, 1, 0, 1, 7, 0, 2, 2, 0, 0, 7, 3, 6, 0, 3, 2, 3, 1, 5, 4, 2, 0, 0, 3, 4, 7, 7, 6, 5, 4, 6, 5, 4, 7, 1, 7, 7, 4, 2, 7, 4, 2, 3, 3, 7, 0, 7, 2, 2, 2, 2, 2, 0, 6, 7, 1, 3, 1, 3, 2, 6, 7, 3, 2, 3, 7, 5, 0, 4, 0, 5, 0, 7, 1, 5, 6]
2.641166e-45	2.534807e-45	[3, 2, 4, 1, 5, 6, 4, 6, 4, 3, 5, 1, 3, 1, 1, 6, 0, 2, 5, 3, 7, 7, 5, 0, 4, 6, 7, 3, 7, 4, 4, 1, 2, 3, 7, 0, 7, 6, 4, 3, 3, 7, 5, 2, 0, 1, 2, 2]
9.139147e-43	9.873677e-43	[4, 1, 6, 0, 3, 2, 0, 0, 3, 2, 7, 1, 6, 2, 6, 7, 6, 4, 2, 3, 7, 7, 5, 3, 2, 3, 6, 7, 6, 4, 3, 2, 7, 7, 4, 1, 4, 1, 0, 6, 5, 0, 0, 1, 0, 4, 6]
2.294526e-64	2.247635e-64	[7, 6, 6, 7, 0, 3, 0, 6, 4, 4, 0, 3, 0, 0, 0, 5, 5, 6, 2, 4, 5, 0, 6, 2, 7, 6, 6, 0, 3, 6, 3, 7, 0, 2, 2, 7, 1, 2, 2, 0, 5, 7, 0, 1, 6, 3, 1, 6, 7, 2, 1, 1, 0, 2, 7, 5, 3, 0, 6, 2, 0, 2, 3, 2, 3, 7, 3, 0, 1, 7, 5, 4]
1.763861e-78	1.708569e-78	[5, 0, 6, 6, 4, 7, 7, 1, 0, 7, 6, 7, 4, 1, 6, 0, 2, 7, 5, 7, 3, 3, 0, 7, 6, 2, 1, 5, 7, 4, 5, 2, 7, 3, 0, 7, 6, 4, 6, 6, 1, 4, 6, 2, 5, 7, 7, 2, 4, 7, 0, 6, 5, 2, 6, 6, 3, 0, 0, 3, 1, 5, 6, 4, 7, 0, 4, 7, 0, 2, 1, 3, 7, 6, 6, 7, 4, 3, 5, 3, 0, 4, 5, 4, 0, 2, 0]
1.063919e-40	8.868318e-41	[6, 0, 6, 0, 6, 0, 6, 0, 3, 0, 6, 2, 0, 7, 0, 6, 7, 7, 4, 1, 1, 6, 2, 0, 6, 0, 0, 2, 0, 5, 4, 2, 0, 7, 2, 0, 6, 2, 2, 5, 1, 7, 2, 3, 1, 4, 6]
5.153264e-16	4.596554e-16	[2, 3, 4, 1, 1, 2, 2, 4, 5, 5, 0, 1, 7, 7, 1, 5]
5.887625e-21	5.850514e-21	[7, 0, 2, 4, 6, 7, 2, 0, 6, 7, 6, 1, 4, 2, 4, 6, 5, 0, 6, 4, 6, 3, 4]
7.842279e-18	7.769767e-18	[0, 3, 1, 6, 0, 3, 0, 6, 6, 0, 2, 1, 0, 6, 6, 0, 7, 1, 1, 6]
3.439820e-30	3.614605e-30	[0, 1, 2, 6, 3, 4, 7, 6, 5, 0, 2, 5, 1, 3, 0, 0, 0, 3, 6, 0, 1, 0, 6, 3, 6, 0, 0, 6, 7, 5, 7, 0, 6, 2]
1.173719e-51	1.231058e-51	[3, 7, 6, 3, 3, 7, 4, 1, 3, 0, 4, 5, 4, 2, 6, 2, 7, 1, 7, 6, 0, 6, 4, 2, 3, 0, 0, 2, 2, 0, 1, 3, 0, 6, 0, 0, 0, 4, 6, 3, 6, 0, 7, 7, 2, 7, 0, 7, 0, 7, 3, 4, 0, 5, 7, 2, 6, 5]
1.482515e-24	1.521769e-24	[7, 0, 6, 7, 2, 7, 0, 2, 0, 0, 0, 7, 0, 2, 4, 7, 0, 0, 6, 1, 3, 7, 4, 6, 3, 4, 6, 2]
6.137120e-51	5.515122e-51	[6, 3, 2, 0, 7, 4, 7, 1, 4, 2, 7, 6, 6, 4, 4, 6, 0, 3, 6, 7, 6, 1, 0, 6, 2, 6, 3, 7, 6, 2, 0, 7, 7, 1, 6, 3, 2, 2, 6, 6, 5, 5, 1, 6, 2, 4, 1, 7, 6, 0, 5, 7, 1, 7, 4, 2, 3]
5.946134e-14	5.844581e-14	[4, 7, 3, 4, 4, 5, 6, 0, 0, 0, 2, 6, 6, 1, 0]
2.271040e-78	2.582203e-78	[2, 1, 0, 4, 7, 3, 2, 7, 6, 1, 0, 1, 2, 0, 7, 6, 7, 4, 7, 7, 7, 0, 4, 6, 2, 6, 2, 6, 1, 0, 1, 6, 0, 6, 6, 0, 5, 0, 3, 2, 7, 0, 2, 3, 7, 4, 4, 6, 0, 4, 2, 7, 4, 7, 3, 0, 0, 5, 0, 7, 7, 7, 1, 1, 0, 6, 3, 1, 1, 0, 7, 7, 6, 0, 6, 6, 0, 0, 0, 2, 7, 1, 6, 3, 4, 4, 6, 7, 1]
9.105599e-11	9.437380e-11	[0, 6, 2, 1, 0, 4, 2, 0, 5, 4, 5]
1.509515e-54	1.509601e-54	[1, 3, 7, 2, 4, 1, 6, 4, 6, 1, 3, 5, 7, 6, 7, 1, 6, 7, 3, 3, 7, 0, 7, 0, 3, 6, 2, 1, 3, 3, 4, 7, 4, 6, 2, 5, 4, 6, 6, 1, 0, 6, 1, 3, 0, 0, 7, 7, 4, 0, 6, 0, 0, 7, 3, 0, 2, 3, 2, 1]
1.880679e-12	2.053429e-12	[2, 4, 3, 6, 1, 4, 6, 7, 2, 6, 7, 1, 7]
6.804467e-81	4.559571e-81	[2, 2, 6, 0, 5, 6, 2, 4, 1, 2, 1, 7, 3, 0, 1, 7, 0, 5, 0, 7, 0, 7, 2, 3, 7, 6, 6, 2, 1, 4, 0, 0, 6, 6, 7, 4, 2, 0, 7, 5, 0, 7, 4, 1, 1, 5, 6, 0, 3, 2, 4, 4, 6, 2, 3, 0, 0, 4, 5, 2, 3, 0, 6, 0, 5, 0, 0, 4, 7, 3, 7, 4, 0, 7, 1, 3, 0, 6, 0, 4, 2, 2, 2, 5, 0, 5, 0, 0, 6, 2, 0]
3.776500e-22	3.979350e-22	[4, 0, 7, 7, 3, 3, 6, 0, 7, 0, 0, 0, 5, 2, 0, 3, 1, 4, 7, 6, 2, 2, 1, 4]
4.598802e-61	3.100246e-61	[4, 3, 0, 5, 0, 7, 0, 1, 0, 2, 6, 1, 0, 1, 6, 6, 3, 4, 7, 0, 6, 2, 4, 0, 2, 1, 3, 3, 6, 0, 2, 0, 6, 1, 1, 1, 1, 7, 7, 3, 4, 0, 0, 2, 0, 7, 2, 4, 4, 5, 0, 0, 2, 0, 0, 7, 2, 0, 6, 0, 3, 3, 6, 3, 6, 4, 4, 5]
1.537482e-65	1.601453e-65	[4, 2, 7, 2, 3, 6, 5, 1, 4, 1, 5, 5, 1, 2, 0, 0, 5, 7, 2, 7, 1, 5, 0, 0, 5, 3, 7, 5, 2, 1, 4, 4, 3, 0, 4, 0, 2, 2, 3, 3, 2, 0, 6, 7, 2, 6, 1, 4, 1, 0, 1, 7, 2, 6, 7, 0, 1, 6, 2, 1, 5, 3, 5, 7, 7, 2, 0, 6, 2, 0, 4]
2.621784e-11	2.544703e-11	[6, 0, 2, 1, 0, 5, 0, 0, 1, 0, 1, 2]
2.970796e-50	2.848535e-50	[1, 6, 3, 2, 7, 2, 3, 6, 4, 6, 1, 4, 4, 6, 1, 6, 6, 0, 5, 3, 4, 6, 7, 5, 1, 7, 6, 4, 0, 0, 0, 6, 5, 7, 0, 2, 7, 1, 5, 4, 1, 6, 5, 2, 5, 5, 1, 2, 3, 4, 0, 3, 3, 5]
1.976867e-24	2.020567e-24	[5, 7, 4, 7, 4, 0, 0, 6, 2, 2, 2, 6, 2, 5, 4, 3, 3, 6, 1, 0, 6, 0, 2, 7, 7, 7, 2]
1.638587e-62	1.508950e-62	[5, 5, 2, 2, 0, 2, 2, 6, 5, 6, 6, 6, 0, 4, 7, 1, 2, 2, 0, 0, 6, 0, 7, 7, 0, 5, 2, 5, 0, 4, 0, 7, 2, 0, 6, 2, 4, 3, 1, 4, 0, 4, 6, 7, 0, 7, 6, 1, 0, 7, 6, 7, 1, 6, 7, 2, 2, 0, 0, 6, 2, 2, 2, 6, 0, 2, 2, 1, 2, 0, 0, 6]
5.725813e-45	6.173155e-45	[0, 3, 7, 4, 7, 5, 0, 6, 5, 6, 1, 2, 2, 1, 0, 4, 1, 3, 7, 4, 4, 7, 7, 0, 7, 6, 2, 1, 3, 2, 4, 6, 1, 7, 7, 4, 7, 1, 7, 4, 0, 7, 5, 0, 4, 2, 7, 1, 0]
6.882099e-19	7.200175e-19	[0, 7, 4, 4, 6, 2, 7, 6, 7, 2, 1, 7, 7, 0, 2, 6, 6, 5, 1, 7, 7]
1.808548e-42	1.901067e-42	[2, 4, 1, 2, 2, 0, 4, 4, 3, 6, 0, 5, 5, 1, 7, 5, 5, 2, 0, 3, 5, 5, 6, 4, 0, 7, 5, 7, 1, 3, 7, 1, 5, 6, 5, 1, 6, 2, 0, 6, 4, 1, 6, 1, 4]
1.434283e-65	1.619234e-65	[1, 7, 0, 0, 4, 6, 7, 7, 6, 3, 1, 0, 2, 6, 6, 6, 6, 2, 6, 7, 0, 4, 7, 0, 0, 7, 6, 2, 2, 0, 0, 0, 2, 6, 6, 5, 6, 4, 1, 7, 4, 3, 6, 4, 5, 0, 0, 0, 5, 4, 2, 6, 0, 1, 1, 3, 0, 0, 6, 4, 2, 4, 3, 4, 6, 3, 4, 5, 0, 2, 4, 7, 6, 6]
8.099863e-19	7.822230e-19	[0, 4, 4, 6, 7, 6, 0, 1, 1, 3, 5, 0, 5, 5, 3, 7, 6, 1, 0, 0]
3.615713e-83	3.708406e-83	[1, 7, 3, 7, 0, 3, 1, 6, 5, 5, 3, 4, 0, 1, 6, 7, 1, 2, 0, 6, 3, 7, 0, 7, 6, 1, 0, 5, 7, 2, 6, 1, 6, 6, 6, 0, 0, 2, 6, 3, 0, 1, 0, 7, 2, 1, 5, 0, 0, 7, 2, 7, 7, 6, 5, 6, 2, 7, 5, 7, 3, 6, 3, 0, 3, 4, 0, 5, 2, 7, 2, 2, 0, 5, 6, 7, 6, 6, 7, 4, 0, 6, 5, 6, 1, 0, 4, 3, 2, 6, 0, 2, 7, 7]
6.217004e-40	6.761519e-40	[0, 2, 7, 7, 7, 1, 1, 0, 6, 7, 4, 4, 6, 7, 7, 7, 3, 2, 2, 5, 0, 4, 2, 0, 7, 0, 2, 3, 5, 2, 7, 5, 1, 2, 7, 7, 1, 0, 4, 7, 2, 7, 1, 0]
1.080501e-27	1.124707e-27	[4, 1, 7, 7, 0, 6, 7, 1, 3, 7, 5, 0, 1, 7, 7, 1, 0, 4, 5, 7, 0, 0, 6, 4, 4, 6, 0, 0, 5, 5]
2.279166e-68	2.762666e-68	[0, 1, 3, 4, 6, 2, 4, 0, 5, 3, 7, 7, 4, 0, 0, 0, 2, 4, 3, 3, 4, 5, 7, 6, 6, 5, 3, 2, 1, 0, 7, 6, 0, 0, 4, 7, 6, 2, 7, 7, 5, 0, 4, 2, 3, 0, 7, 3, 1, 6, 1, 4, 1, 1, 6, 2, 7, 4, 0, 2, 6, 7, 7, 7, 4, 7, 3, 1, 0, 3, 2, 2, 5, 1, 6]
3.741342e-33	4.110994e-33	[0, 6, 4, 0, 7, 7, 6, 6, 7, 6, 1, 7, 7, 6, 0, 1, 4, 2, 1, 0, 7, 6, 3, 3, 7, 3, 4, 6, 6, 0, 4, 6, 5, 1, 0, 0, 5]
3.019020e-18	3.217660e-18	[6, 0, 7, 3, 3, 7, 7, 2, 1, 2, 2, 4, 6, 7, 0, 1, 3, 0, 2, 6]
2.656359e-42	3.044054e-42	[1, 4, 7, 4, 3, 6, 0, 5, 4, 6, 5, 4, 0, 5, 7, 4, 3, 0, 7, 2, 2, 0, 1, 3, 6, 3, 5, 6, 6, 2, 6, 0, 0, 6, 2, 0, 7, 6, 2, 6, 7, 4, 6, 7, 4, 0, 2]
5.113077e-16	5.303074e-16	[2, 5, 0, 2, 5, 1, 0, 7, 4, 7, 2, 2, 7, 3, 6, 0, 3]
6.461342e-70	7.397489e-70	[3, 7, 6, 4, 2, 7, 7, 2, 3, 3, 3, 1, 2, 0, 7, 7, 0, 3, 0, 2, 5, 7, 1, 0, 4, 7, 0, 0, 6, 3, 1, 3, 1, 2, 4, 0, 7, 6, 6, 4, 7, 2, 7, 6, 1, 5, 7, 5, 2, 6, 7, 2, 0, 0, 1, 2, 7, 0, 1, 7, 0, 5, 1, 1, 7, 2, 7, 5, 7, 6, 7, 1, 3, 2, 4, 7, 5]
1.978490e-75	1.905827e-75	[6, 6, 0, 0, 3, 7, 2, 0, 6, 1, 5, 3, 6, 4, 0, 7, 6, 7, 6, 3, 5, 3, 7, 1, 5, 5, 6, 2, 5, 4, 1, 5, 1, 6, 4, 0, 0, 7, 2, 7, 2, 2, 3, 1, 6, 4, 4, 0, 2, 7, 2, 1, 5, 4, 2, 3, 6, 2, 0, 2, 1, 6, 6, 6, 2, 2, 2, 1, 6, 4, 2, 7, 6, 7, 2, 3, 6, 7, 7, 5, 2, 7, 5, 0]
3.634186e-84	3.601082e-84	[0, 2, 6, 5, 7, 6, 4, 2, 2, 3, 0, 5, 5, 4, 5, 3, 2, 2, 6, 1, 7, 5, 1, 7, 7, 3, 1, 2, 6, 4, 2, 7, 0, 4, 2, 5, 7, 7, 0, 5, 2, 6, 0, 0, 1, 0, 6, 2, 4, 4, 7, 4, 0, 4, 6, 5, 0, 6, 6, 6, 0, 6, 7, 0, 6, 2, 2, 5, 0, 7, 5, 7, 0, 1, 6, 4, 1, 5, 5, 2, 6, 2, 3, 7, 7, 7, 1, 5, 6, 5, 6, 6, 4, 2]
