1000.0000,0.0050,5.1545,0.0337,0.0263
2000.0000,0.0087,11.2061,0.0240,0.0201
3000.0000,0.0125,10.5302,0.0218,0.0033
4000.0000,0.0160,2.1159,0.0176,0.0035
5000.0000,0.0199,1.4473,0.0153,0.0028
6000.0000,0.0237,1.2553,0.0142,0.0027
7000.0000,0.0279,0.9691,0.0127,0.0027
8000.0000,0.0313,1.1142,0.0126,0.0023
9000.0000,0.0349,1.2493,0.0111,0.0022
10000.0000,0.0382,1.3801,0.0109,0.0025
