-1.295152e+02,-1.307248e+02,7.443135e-01
-2.851629e+01,-1.227871e+01,2.514213e-01
-1.948536e+01,-1.908198e+01,5.158359e-02
-2.415902e+01,-2.398066e+01,1.111805e-01
-3.095549e+01,-3.096599e+01,4.496245e-01
-3.573763e+01,-3.628964e+01,8.406222e-01
-4.164119e+01,-4.223216e+01,3.629781e-01
-4.969730e+01,-4.928895e+01,1.820963e-01
-5.719764e+01,-5.673713e+01,4.597813e-01
0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00
0.000000e+00,0.000000e+00,0.000000e+00
-1.225870e+02,-1.236227e+02,9.048423e-01
