1.000000e+05,4.511240e-01,4.759423e+03,2.506120e-60,1.738671e-96,1.671362e-96,1.870101e-96,1.736917e-96,1.832549e-96
2.000000e+05,7.674210e-01,3.408045e+01,2.697637e-60,1.885466e-97,1.867250e-97,1.880837e-97,1.914465e-97,1.876097e-97
3.000000e+05,1.099959e+00,5.114445e+01,1.504820e-60,1.580460e-97,1.576237e-97,1.579841e-97,1.591556e-97,1.589990e-97
4.000000e+05,1.411609e+00,6.808726e+01,1.350320e-60,1.249835e-97,1.264516e-97,1.271606e-97,1.216436e-97,1.338440e-97
5.000000e+05,1.735627e+00,8.496744e+01,1.559953e-60,1.218106e-97,1.183566e-97,1.170712e-97,1.191972e-97,1.194042e-97
6.000000e+05,2.062550e+00,1.024388e+02,2.037520e-60,1.100397e-97,1.060482e-97,1.087606e-97,1.047471e-97,1.078774e-97
7.000000e+05,2.384587e+00,1.192644e+02,1.984822e-60,1.041961e-97,1.011095e-97,1.043648e-97,1.035698e-97,1.027179e-97
8.000000e+05,2.683218e+00,1.367986e+02,1.347014e-60,1.045237e-97,1.044922e-97,1.045398e-97,1.066386e-97,9.856138e-98
9.000000e+05,3.029734e+00,1.538934e+02,1.325825e-60,9.770637e-98,9.979324e-98,9.489432e-98,9.743814e-98,9.891378e-98
1.000000e+06,3.376365e+00,1.714019e+02,7.361532e-61,9.651445e-98,9.140288e-98,9.873535e-98,9.533829e-98,9.568255e-98
1.100000e+06,3.675674e+00,1.878680e+02,7.930043e-61,9.370734e-98,9.412933e-98,9.446673e-98,9.850019e-98,9.849522e-98
1.200000e+06,3.996612e+00,2.040682e+02,8.905476e-61,8.659377e-98,1.014762e-97,9.200959e-98,8.619677e-98,9.827404e-98
1.300000e+06,4.385503e+00,2.222018e+02,7.944275e-61,8.539307e-98,8.588278e-98,8.361555e-98,8.714710e-98,9.168817e-98
1.400000e+06,4.624376e+00,2.394722e+02,6.191712e-61,8.672587e-98,8.094366e-98,8.977820e-98,8.704152e-98,7.938943e-98
1.500000e+06,4.936788e+00,2.551590e+02,6.330521e-61,8.660268e-98,8.127555e-98,9.128280e-98,9.147389e-98,9.166898e-98
1.600000e+06,5.252880e+00,2.721382e+02,6.913381e-61,9.038993e-98,8.700540e-98,9.198681e-98,8.867531e-98,8.443549e-98
1.700000e+06,5.625107e+00,2.921255e+02,4.222733e-61,8.604360e-98,8.651607e-98,8.434570e-98,8.668249e-98,7.889271e-98
1.800000e+06,6.023237e+00,3.067584e+02,4.302624e-61,8.406608e-98,8.418652e-98,9.742735e-98,9.559297e-98,8.519496e-98
1.900000e+06,6.344283e+00,3.245415e+02,5.114184e-61,7.869427e-98,8.539744e-98,8.444686e-98,8.844698e-98,8.661516e-98
2.000000e+06,6.628920e+00,3.410084e+02,4.131708e-61,8.549658e-98,8.156949e-98,8.962806e-98,8.678754e-98,7.972502e-98
2.100000e+06,6.992089e+00,3.590111e+02,3.049575e-61,8.609917e-98,7.632320e-98,7.771841e-98,8.786768e-98,8.431469e-98
2.200000e+06,7.425232e+00,3.767275e+02,2.577359e-61,8.675505e-98,8.588829e-98,8.179035e-98,8.040989e-98,7.616915e-98
2.300000e+06,7.699392e+00,3.932571e+02,2.577509e-61,8.501485e-98,8.510432e-98,8.283651e-98,7.808223e-98,8.351776e-98
2.400000e+06,7.878777e+00,4.112492e+02,2.705164e-61,8.250592e-98,8.404467e-98,8.414226e-98,8.805957e-98,7.709804e-98
2.500000e+06,8.221396e+00,4.278731e+02,3.086399e-61,8.724661e-98,7.868790e-98,8.200886e-98,8.053416e-98,7.488199e-98
2.600000e+06,8.628539e+00,4.412215e+02,2.721128e-61,7.904075e-98,8.410833e-98,8.135251e-98,7.665396e-98,7.742312e-98
2.700000e+06,8.985481e+00,4.595995e+02,2.950588e-61,7.654503e-98,7.429680e-98,7.679099e-98,8.054122e-98,8.030948e-98
2.800000e+06,9.328205e+00,4.767034e+02,2.564564e-61,7.916069e-98,8.108625e-98,7.609760e-98,8.503766e-98,7.857569e-98
2.900000e+06,9.556840e+00,4.936764e+02,2.502260e-61,7.700926e-98,7.571568e-98,7.633560e-98,7.525095e-98,8.236150e-98
3.000000e+06,1.003912e+01,5.123719e+02,2.057245e-61,7.847292e-98,9.045260e-98,8.173454e-98,8.265714e-98,7.491961e-98
3.100000e+06,1.036742e+01,5.284859e+02,2.164317e-61,8.155968e-98,7.213724e-98,7.963999e-98,7.937510e-98,8.317567e-98
3.200000e+06,1.070471e+01,5.436354e+02,2.018710e-61,7.578782e-98,7.777834e-98,7.900839e-98,7.448854e-98,8.263674e-98
3.300000e+06,1.103467e+01,5.615055e+02,1.942396e-61,8.573554e-98,7.235541e-98,7.609225e-98,7.760646e-98,7.323661e-98
3.400000e+06,1.128055e+01,5.806239e+02,1.423558e-61,7.650473e-98,7.909017e-98,7.954344e-98,8.169260e-98,7.378993e-98
3.500000e+06,1.155023e+01,5.965793e+02,1.416859e-61,8.084914e-98,7.535785e-98,8.213408e-98,7.596740e-98,7.641859e-98
3.600000e+06,1.179390e+01,6.157096e+02,1.871585e-61,7.968239e-98,7.621411e-98,7.678888e-98,7.853948e-98,7.553801e-98
3.700000e+06,1.242330e+01,6.322622e+02,1.612636e-61,7.872181e-98,7.799900e-98,7.673969e-98,7.400205e-98,8.219892e-98
3.800000e+06,1.247553e+01,6.464082e+02,1.473901e-61,7.796249e-98,7.903592e-98,8.182824e-98,7.969956e-98,8.454163e-98
3.900000e+06,1.304211e+01,6.687467e+02,1.538510e-61,7.614786e-98,7.874068e-98,7.766615e-98,7.104962e-98,8.048874e-98
4.000000e+06,1.318697e+01,6.815364e+02,1.200228e-61,7.750067e-98,8.271875e-98,7.601878e-98,7.612802e-98,7.302851e-98
4.100000e+06,1.342331e+01,6.990945e+02,1.174961e-61,7.253034e-98,7.565644e-98,8.269730e-98,7.702099e-98,7.500497e-98
4.200000e+06,1.380607e+01,7.195753e+02,1.151915e-61,6.846784e-98,7.602256e-98,8.037501e-98,7.591812e-98,7.790666e-98
4.300000e+06,1.424630e+01,7.330370e+02,1.085699e-61,7.990571e-98,7.962774e-98,7.836405e-98,7.514441e-98,8.361250e-98
4.400000e+06,1.450063e+01,7.527642e+02,9.579072e-62,7.976447e-98,7.870278e-98,8.763176e-98,8.454610e-98,8.795787e-98
4.500000e+06,1.484105e+01,7.649077e+02,1.089387e-61,8.083574e-98,7.759487e-98,8.327225e-98,7.095137e-98,7.303364e-98
