-1.447867e+03,-3.897155e+03,2.287932e+03
-1.447867e+03,-1.425875e+03,6.912431e+01
-1.447867e+03,-1.588495e+03,4.268067e+01
-1.447867e+03,-1.524093e+03,4.391160e+01
-1.447867e+03,-1.393094e+03,2.313910e+01
-1.447867e+03,-1.569085e+03,6.213704e+01
-1.447867e+03,-1.446608e+03,5.324079e+01
-1.447867e+03,-1.401841e+03,3.284875e+01
-1.447867e+03,-1.418944e+03,3.433060e+01
-1.447867e+03,-1.414688e+03,3.666762e+01
-1.447867e+03,-1.445594e+03,3.932355e+01
-1.447867e+03,-1.375793e+03,1.141800e+01
-1.447867e+03,-1.412325e+03,5.130798e+01
-1.447867e+03,-1.371941e+03,9.881866e+00
-1.447867e+03,-1.420031e+03,3.342568e+01
-1.447867e+03,-1.391534e+03,3.413559e+01
-1.447867e+03,-1.373621e+03,1.481871e+01
-1.447867e+03,-1.378086e+03,2.972147e+01
-1.447867e+03,-1.373077e+03,1.181273e+01
-1.447867e+03,-1.379853e+03,3.259062e+01
