Model prob	SpecPred prob	EMPred
0.00345152764712	0.0049298138255	0.00428810622615
0.0027333626826	0.00361545147548	0.00350527367349
0.00276354444896	0.0050214372107	0.00339392880853
0.00374140173441	0.00201850536818	0.0045715119143
0.00422136950247	0.0023517943274	0.00513727603668
0.0029165624923	0.00523439189685	0.00352813311049
0.00368165048991	0.00134992449749	0.00471140665755
0.00451780616066	0.00600725293847	0.00552786089321
0.00283543937461	0.00505590789307	0.00347138718717
0.0020139715855	0.000293483123144	0.00256114865615
0.00253832386817	0.00339253447331	0.00308805421622
0.00303698727716	0.00366093024175	0.00371083315961
0.00207725400426	0.000115543080895	0.0025511239634
0.00156543152352	-0.0124911742276	0.00192209058764
0.00199453584179	0.00473254479501	0.00239569541019
0.00221741003372	0.0111765369885	0.00270032308197
0.00265649320632	0.00229379808771	0.00326887209153
0.00211436040183	0.00729006516499	0.00277849469896
0.00216605338708	-0.00263365026442	0.00253017569258
0.00287707180664	0.0101595984164	0.00346998254069
0.00303936900342	0.010201926785	0.00368253725031
0.00213225993922	0.000416661395643	0.00261790808604
0.00272152385058	0.00955982816468	0.00335737554247
0.00325068177815	-0.00200598358987	0.00394586335928
0.00365785551309	0.00485551441053	0.00443489421133
0.00259586952079	0.000660321265845	0.00303664755112
0.00351399779277	0.00482000790637	0.00406522012235
0.00389792802818	0.00483090152555	0.00477495138729
0.00278449938499	0.00239444701725	0.00365585692266
0.00209885101183	-0.010357285128	0.00271180701735
0.00306405201263	0.0109323708836	0.00342209901771
0.00294074920812	0.0133226885388	0.00388085427325
0.00287652442913	-0.000756151956403	0.00347114339645
0.00226492463574	0.00515913976585	0.00264619211644
0.00272768429736	-0.00315916523184	0.00289401591007
0.00308411777866	0.00946073312183	0.00372085940467
0.00397193765809	0.0110894784008	0.00472041388655
0.00278987104613	-0.000692640151059	0.0031193883097
0.00382811042547	0.0128214285017	0.00440758293673
0.00422590145872	-0.00307986204496	0.00509472966483
0.00420520324954	0.00348660992548	0.00510916348308
0.00294396619178	0.00838950337066	0.00365251629111
0.00365755296517	0.00371504414834	0.00456200201239
0.00450833992102	0.00357297304098	0.00548478709317
0.00288233536306	0.00667946390282	0.0035361822474
0.00213990453995	0.0238259248058	0.00258139089937
0.00263337680509	-0.004713242362	0.00331803156161
0.00308496904679	-0.00796834870319	0.00376149101668
0.0036991478432	0.00999417647895	0.00467762292759
0.00292925599403	0.00234509540224	0.00386091212926
0.00293555068387	0.0127410496175	0.00367063760114
0.00401204936631	-0.00438304650533	0.00498327004243
0.00451796541455	-0.00496394100062	0.00548494185788
0.00311919627133	0.0108171351072	0.00378840802752
0.00391645475471	-0.00797289957707	0.0050117906587
0.00483724871092	0.0144922106066	0.00589994276128
0.00479833077133	0.00427619776852	0.00408558645131
0.00337459369738	0.00354499287028	0.00288795039641
0.00412059050426	0.00388790715451	0.00365392378699
0.00514978193577	0.00389133472082	0.00439229778025
0.00334201047367	0.00331088654121	0.0027621248439
0.00249418163432	0.00224338218959	0.00199101565528
0.00295896240193	0.00313308555808	0.00259164700553
0.0035854756216	0.00432089408598	0.00294365065303
0.00454755000429	0.00434074757429	0.00370366775328
0.00361851413673	0.00481556550857	0.00302411158037
0.0034976119902	0.00313616674584	0.00292131889507
0.00494149671827	0.00443193403756	0.00395068542061
0.00513669918449	0.00449537423818	0.00440616695368
0.00356205742717	0.00391890706335	0.00301262309597
0.00439598721527	0.00390293606384	0.00403060799797
0.00550572467084	0.00390115143738	0.00474563362558
0.00362330833345	0.00573190317059	0.00288534887035
0.00259564219403	0.000866970455359	0.00210527837347
0.00312121912197	0.00387626377188	0.00256678265634
0.00389304745612	0.00410576629576	0.00308952264607
0.00268650903056	0.000301059314367	0.00203681927585
0.00204048696519	-0.0129843869857	0.00151210414758
0.00236234923353	0.00535167587381	0.00191276692039
0.0028866008477	0.0119948685282	0.00216083303269
0.00392943038261	0.00344420576068	0.00271018633078
0.00315345043599	0.00898204502057	0.00228392759968
0.00296381898635	-0.00227948332279	0.00210323034102
0.00427565320338	0.0118759161659	0.00288043965957
0.00384422477154	0.0111046160708	0.0030799510997
0.00271847183855	0.000645802590992	0.00216786968773
0.00330759713502	0.0107976088709	0.00280721962894
0.00412481953802	-0.001820979111	0.00330507509441
0.00380614473673	0.00405697149141	0.00344515044966
0.00271575727823	-0.00129270316532	0.0023633887828
0.00351161436755	0.00370218966592	0.00313783162108
0.00406907833791	0.00371377137185	0.00371128307647
0.00289995008656	0.000280118375385	0.00264878889766
0.00219662889794	-0.0170609466869	0.0019361698303
0.0029447653327	0.0117738590293	0.00248071601059
0.00308337109161	0.0151917314597	0.00281781835046
0.0035057741035	-0.00230320190922	0.00280461071997
0.00278899643795	0.00590003641392	0.00216920790936
0.00299502236141	-0.00625289342011	0.0023052085003
0.00378582613378	0.0117722522124	0.00300443430561
0.00409530241236	0.0124142399027	0.00369270424014
0.0028893528138	-0.00361197574629	0.00244887922534
0.00378847696564	0.0152207193744	0.00342870944936
0.00437138777177	-0.00690326049648	0.00398645988418
0.00520806111949	0.00335376337946	0.00441592351154
0.00366264908537	0.0100149568756	0.00313649381959
0.00444930947171	0.00369273392785	0.00393456655868
0.0055917603874	0.00352010519261	0.00474629492343
0.00359619451868	0.00774692521025	0.00289360617596
0.00268206058492	0.0307499784301	0.00207562946456
0.00314184967432	-0.00748424884905	0.00271595206875
0.00386163084156	-0.0119218472332	0.00308581804335
0.00495326075885	0.0120508714185	0.00408319213812
0.00394201225187	0.00172950896803	0.00336192981507
0.00377691324513	0.015940137296	0.0031975685965
0.00538516880701	-0.00712492052386	0.00435280811737
0.00556744151532	-0.00794231405201	0.00477032102577
0.00385995353738	0.0132143240239	0.00327799556345
0.00473717957516	-0.0118938718386	0.00435021296005
0.00596994932272	0.0180745825578	0.00513622445496
0.00600165192229	0.00371148398386	0.00578152580961
0.00419123327109	0.00426176071076	0.00407245435216
0.00523772471573	0.0040789905466	0.00518386862284
0.00643153604694	0.00388790126019	0.00621676764186
0.00409712499495	0.00429724410821	0.00399477951703
0.00303490875859	0.0056668518528	0.00288893516565
0.00378198699353	0.00469257733834	0.00374699898011
0.00438133218836	0.00312314485839	0.00425548053112
0.00514334148474	0.00403239869653	0.00516639193373
0.00406530891775	0.0041132726096	0.00419211056994
0.00412633847487	0.00406612865471	0.00409632832826
0.00557444119489	0.00349065522852	0.00551360642346
0.00646125005371	0.00322026725885	0.00622723465624
0.00444990043181	0.00376178169603	0.00424220205135
0.00562010775165	0.00391805364675	0.00570828297769
0.00691488263503	0.00432731449535	0.00670868681375
0.00404936381504	0.00185981889179	0.00364181045052
0.00286316267389	0.00752751508808	0.00264883668108
0.0036298585056	0.00407789260017	0.00323815175842
0.0043355391246	0.00350242295706	0.0039015866039
0.00291654609821	0.00772866003611	0.00252791114172
0.00218797440234	0.0229699474403	0.00186622364036
0.00281930264605	0.00329599802535	0.00237393677851
0.00311102708561	-0.00557804476027	0.00268410332689
0.00362699399511	0.00527199563557	0.00342536069503
0.00287807783931	0.000182101304461	0.00288077494702
0.0029927315377	0.0102205020838	0.0026583506533
0.00392506668228	-0.00398707820426	0.00364180986878
0.00435025413306	-0.00433246440299	0.00389584042825
0.0030374997376	0.00680444150913	0.0027346895609
0.0038982034997	-0.00283148265304	0.00354900912564
0.00465100677063	0.0102603156567	0.00418251788971
0.00517259520526	0.00325106456808	0.0052946442146
0.00366323603492	0.00925398178976	0.00361068266217
0.00496928369047	0.00422161062968	0.00484586885559
0.0055112610603	0.00394093098473	0.00570492624691
0.00391153702577	0.00803266965264	0.00423506787613
0.00294284051796	0.027770760093	0.00311446284058
0.00431506798168	-0.00332108294117	0.00396463890099
0.00412968317362	-0.008942480811	0.0045015284468
0.00398348254269	0.00966272389793	0.00417967871348
0.00313131413503	0.00127007658921	0.00318388685819
0.00380431777875	0.0139234815856	0.00347651183373
0.0042686113538	-0.00580284793754	0.00448212536706
0.00562251103328	-0.00601938549739	0.00565844624806
0.00394077415807	0.0112804568631	0.00372812458136
0.00541733053588	-0.00830125771253	0.0052754837693
0.00598121008413	0.015521265615	0.00611077247104
0.00645150127008	0.00484115531751	0.00628311606066
0.00450176422189	-0.00319860471799	0.00445348843068
0.00560069111659	0.00426660152023	0.00561029286534
0.00691612904493	0.00430884356702	0.00675344157266
0.00435054861991	-0.000885521411589	0.00420963770814
0.00321724112858	-0.0271786791024	0.0030327024541
0.00396593202435	0.0164601597992	0.00395004271749
0.00465619261675	0.0217182936831	0.00448662029573
0.00550972476181	-0.00468714295664	0.00574247958363
0.00435345788881	0.00767546991079	0.00470774947006
0.00438447459558	-0.0106019202588	0.00451512845751
0.00597457294277	0.0166918773269	0.00612344593309
0.00693781594172	0.0175117145172	0.00677695845751
0.004773182335	-0.00674057709963	0.0046461808355
0.00599902800671	0.0217873287813	0.00619106806742
0.00742779579217	-0.0117989308951	0.00729752934747
--------------------------------------------------
1.0	0.998978040285	1.0
--------------------------------------------------
Spectral learning Kullback-Leibler Divergence: nan
EM algorithm Kullback-Leibler Divergence: 0.009497
