Model prob	SpecPred prob	EMPred
0.00557236823825	0.00385484491873	0.00553546154782
0.00389318616573	0.00410390071002	0.0039052605075
0.00485900101943	0.00400393678048	0.00496122580632
0.00597203781881	0.00387379530537	0.00595112721717
0.00380743236265	0.00404851373688	0.00382584555368
0.00282155177572	0.00500671755801	0.00276959972983
0.00350639585484	0.00403868813352	0.00358872885843
0.0040723187007	0.00325380880304	0.0040748725358
0.00480252768519	0.00418369409687	0.00495897877394
0.00379744801154	0.00421618857101	0.00403122784803
0.0038433582276	0.0039362788546	0.00392765317452
0.005205888686	0.00355318324027	0.00529124907697
0.00599682305029	0.00342175934057	0.00596017164766
0.00413185243148	0.00393668254463	0.00406618707031
0.00521172171551	0.00364861461897	0.0054618192854
0.00641842766344	0.00438627889003	0.00641991607098
0.00380219177708	0.00306711598461	0.00360932621503
0.00269101282526	0.00525228771698	0.00263099874788
0.00340043501734	0.00395394585346	0.00320969222554
0.00407181478747	0.00364984541371	0.0038654517909
0.00274441297241	0.00523983340937	0.00252951427376
0.00206073851224	0.0110921850669	0.00187384755506
0.00263779108051	0.00390425906702	0.00237544108901
0.00292879660434	0.000157476191413	0.00268440355017
0.00345273327078	0.00453905078915	0.00339456244793
0.00274226294045	0.00291537192603	0.0028594087361
0.00283064722975	0.00603272146158	0.00263359988919
0.0037380288961	0.0010861611255	0.00360819415395
0.00408121441948	0.00068602203356	0.0038559562796
0.00285235423952	0.00473324609259	0.00271192390159
0.00364867940212	0.00155039741282	0.00351329741885
0.00436435706471	0.00622913964375	0.0041384542472
0.00480670145366	0.00358484498431	0.00500759100426
0.0034057672976	0.00594739125783	0.0034195808851
0.00461027699871	0.00414745687742	0.00458040467597
0.00512220107137	0.00396375517357	0.00539500780019
0.00363723060826	0.005664663419	0.00399411230253
0.00273762564924	0.0135929622331	0.00293738193378
0.00399846768132	0.00157235322813	0.00373927384798
0.0038413098098	-0.00115804122711	0.00424535136018
0.00373681364511	0.0058486164805	0.00396885281756
0.00293948020009	0.00271741698136	0.00303100312496
0.00354859459911	0.00754628918187	0.00329569215891
0.00400596469733	-0.000229013286082	0.00425515764827
0.00522202896025	-6.58924433274e-05	0.00535183294477
0.00366173760149	0.00663281915707	0.0035308475412
0.00502343713587	-0.000772346704976	0.00498721119918
0.00555602463597	0.00847117367878	0.00577895997535
0.00599738031695	0.00435268464272	0.00599859996352
0.00418697343638	0.00100562427271	0.00425707114465
0.00520187651878	0.00407030655278	0.0053542755897
0.00642991151885	0.00404483410191	0.00644676300356
0.00404884561747	0.0018593733244	0.00401761813592
0.00299564397876	-0.00869254404385	0.00289637393778
0.00368171155065	0.00879857480986	0.00377003435578
0.00433417163588	0.0109643207646	0.00428149987693
0.00515424262709	0.000638213878183	0.00549433803486
0.00407440256431	0.00575329275992	0.00451081832314
0.00409078728568	-0.00213983219022	0.00431616523967
0.00559003469526	0.00906506875281	0.00585798547431
0.0064468627819	0.00937050017002	0.00646865873391
0.00443758224589	-0.000379121726815	0.0044399330471
0.0055695678524	0.0110138766778	0.00590776521714
0.00690282824979	-0.00227179112996	0.00696466387206
0.00392424231034	0.00392221505688	0.00479539894281
0.00274868555972	0.0044464849319	0.00340980046638
0.00343190637091	0.00386587415014	0.0043007561294
0.00420546905921	0.0038284902487	0.00514922980368
0.00271888657587	0.00419629108133	0.00343966389513
0.00202109700086	0.00713782319233	0.00252375236634
0.00251632708678	0.00187696520579	0.00322625205681
0.00290747861516	0.00172205117794	0.00365624854132
