-5.560261e+04,-5.579887e+04,4.651180e+01
-5.560261e+04,-5.571901e+04,6.491981e+01
-5.560261e+04,-5.568729e+04,7.161379e+01
-5.560261e+04,-5.569388e+04,7.982508e+01
-5.560261e+04,-5.570873e+04,7.190920e+01
-5.560261e+04,-5.569890e+04,7.658709e+01
-5.560261e+04,-5.570450e+04,7.450151e+01
-5.560261e+04,-5.572196e+04,6.873720e+01
-5.560261e+04,-5.571513e+04,6.913324e+01
-5.560261e+04,-5.571736e+04,7.297324e+01
-5.560261e+04,-5.571399e+04,6.995387e+01
-5.560261e+04,-5.571640e+04,7.835799e+01
-5.560261e+04,-5.570160e+04,7.585555e+01
-5.560261e+04,-5.568099e+04,7.585344e+01
-5.560261e+04,-5.567653e+04,6.784618e+01
-5.560261e+04,-5.570556e+04,7.836674e+01
-5.560261e+04,-5.569722e+04,7.269364e+01
-5.560261e+04,-5.569004e+04,7.333443e+01
-5.560261e+04,-5.569455e+04,7.221018e+01
-5.560261e+04,-5.569471e+04,7.428130e+01
