1.000000e+03,4.436970e-03,1.584401e+01,9.767174e-37,1.228331e-41,1.414128e-41,1.016379e-41,1.251659e-41,1.096370e-41,1.390151e-41,1.324350e-41,1.420055e-41,1.365999e-41,1.495520e-41,1.235490e-41,1.365601e-41,1.164728e-41,1.451307e-41,1.081879e-41,1.104837e-41,1.183953e-41,1.256112e-41,1.429869e-41,1.287981e-41
2.000000e+03,7.735014e-03,2.876277e+01,5.461228e-37,9.064348e-42,1.025643e-41,9.751757e-42,9.400925e-42,1.028537e-41,9.089855e-42,9.293866e-42,9.329857e-42,7.881870e-42,9.025271e-42,1.034325e-41,9.943349e-42,9.763817e-42,9.837570e-42,1.090571e-41,9.435513e-42,9.185947e-42,9.912608e-42,1.078393e-41,9.361346e-42
3.000000e+03,1.123405e-02,3.306401e+01,4.869823e-36,7.085341e-42,6.511878e-42,5.562250e-42,4.857006e-42,6.614643e-42,7.210555e-42,6.543889e-42,6.683158e-42,6.020816e-42,6.840649e-42,7.038469e-42,6.125776e-42,6.323897e-42,5.884659e-42,6.233676e-42,5.834842e-42,7.295826e-42,5.689059e-42,6.611923e-42,6.111351e-42
4.000000e+03,1.494813e-02,3.329410e+01,3.158664e-38,5.123057e-42,6.023322e-42,6.167177e-42,6.093291e-42,6.082231e-42,5.261219e-42,5.297224e-42,5.289212e-42,4.537073e-42,4.293099e-42,5.621880e-42,6.139555e-42,5.491724e-42,5.620015e-42,6.071037e-42,5.775458e-42,5.808966e-42,4.568127e-42,5.812356e-42,5.454073e-42
5.000000e+03,1.859307e-02,3.704519e+01,1.749171e-38,3.711100e-42,3.649838e-42,4.524216e-42,4.207863e-42,3.776826e-42,3.803054e-42,3.636965e-42,4.537892e-42,4.084711e-42,4.067185e-42,4.133178e-42,3.311285e-42,5.202603e-42,4.831072e-42,3.902640e-42,4.434769e-42,4.580533e-42,4.748295e-42,3.911552e-42,4.165335e-42
6.000000e+03,2.213407e-02,3.870066e+01,1.001303e-39,2.965939e-42,3.471655e-42,3.482868e-42,3.789293e-42,3.020492e-42,3.586311e-42,2.943222e-42,3.064116e-42,3.897506e-42,3.549042e-42,4.198548e-42,2.809306e-42,2.637329e-42,3.739334e-42,2.329868e-42,2.866893e-42,2.612363e-42,2.383136e-42,3.460645e-42,3.747838e-42
7.000000e+03,2.586102e-02,3.362548e+01,1.482131e-39,2.609860e-42,2.579314e-42,2.387954e-42,2.552410e-42,2.853018e-42,3.050721e-42,2.755868e-42,2.438782e-42,2.895930e-42,2.242981e-42,2.617463e-42,2.419667e-42,2.762201e-42,3.779216e-42,2.376242e-42,3.294871e-42,2.607590e-42,2.411451e-42,3.364903e-42,2.811759e-42
8.000000e+03,2.928019e-02,3.008613e+01,8.974200e-39,2.760274e-42,2.425206e-42,2.426858e-42,2.763467e-42,2.561725e-42,2.519889e-42,2.243622e-42,2.675766e-42,2.507532e-42,2.391029e-42,2.623469e-42,1.947068e-42,2.056681e-42,2.606620e-42,2.446025e-42,2.191427e-42,2.464075e-42,2.296756e-42,2.590161e-42,2.680313e-42
9.000000e+03,3.342700e-02,4.004175e+01,9.984483e-40,2.411285e-42,1.892799e-42,2.740641e-42,2.562216e-42,3.164540e-42,2.432056e-42,2.402480e-42,3.085382e-42,2.828960e-42,2.416810e-42,2.153533e-42,3.074171e-42,2.380165e-42,1.909776e-42,2.792686e-42,2.641747e-42,2.462840e-42,2.163060e-42,2.039320e-42,2.113420e-42
1.000000e+04,3.643990e-02,3.515580e+01,1.278467e-39,2.244198e-42,2.125403e-42,2.125996e-42,2.211652e-42,2.091057e-42,2.250220e-42,2.805103e-42,2.382140e-42,1.904072e-42,2.384558e-42,2.057481e-42,2.447175e-42,2.580558e-42,2.207709e-42,2.603512e-42,2.660684e-42,2.562553e-42,2.477848e-42,2.156593e-42,2.022362e-42
1.100000e+04,3.993511e-02,4.545381e+01,2.235768e-41,2.426264e-42,2.531114e-42,2.123789e-42,1.989330e-42,2.427234e-42,2.310730e-42,2.234496e-42,2.436466e-42,1.899663e-42,2.504049e-42,2.430505e-42,2.373473e-42,1.933254e-42,2.742391e-42,2.482154e-42,2.332301e-42,2.618790e-42,2.366459e-42,2.028788e-42,2.480150e-42
1.200000e+04,5.935001e-02,4.573084e+01,2.849247e-40,2.361267e-42,2.435468e-42,2.109770e-42,2.295207e-42,2.274754e-42,2.276005e-42,2.287338e-42,2.034215e-42,2.021290e-42,2.300887e-42,1.889110e-42,2.130291e-42,2.263933e-42,2.251118e-42,2.104563e-42,2.457938e-42,2.170419e-42,2.023755e-42,2.226330e-42,1.889556e-42
1.300000e+04,6.391883e-02,3.863128e+01,4.492690e-39,2.138190e-42,2.082319e-42,2.001026e-42,2.015403e-42,2.149099e-42,1.878817e-42,2.127917e-42,2.054833e-42,1.948603e-42,1.923929e-42,2.543782e-42,2.097445e-42,2.006294e-42,1.924076e-42,2.021581e-42,2.121541e-42,1.869283e-42,2.164606e-42,1.998291e-42,2.178460e-42
1.400000e+04,7.265997e-02,3.740125e+01,7.952605e-39,2.254865e-42,2.206078e-42,2.270925e-42,2.114969e-42,2.032476e-42,1.920767e-42,2.252200e-42,2.254877e-42,2.209457e-42,1.935993e-42,1.856070e-42,2.184732e-42,1.837617e-42,1.947275e-42,2.270397e-42,2.325624e-42,2.089181e-42,1.846222e-42,2.083507e-42,1.944948e-42
1.500000e+04,8.006597e-02,5.198306e+01,1.216832e-39,2.143832e-42,2.398916e-42,2.070002e-42,1.987948e-42,2.303676e-42,1.684642e-42,2.775768e-42,2.284063e-42,2.108036e-42,2.567161e-42,2.210915e-42,2.139969e-42,2.399758e-42,2.128479e-42,1.952693e-42,2.046867e-42,2.049244e-42,2.092867e-42,2.398711e-42,2.465158e-42
1.600000e+04,8.437896e-02,5.258188e+01,6.720909e-40,2.221841e-42,2.197670e-42,2.175725e-42,2.240073e-42,2.337325e-42,2.374666e-42,2.148667e-42,2.016599e-42,2.298596e-42,1.981820e-42,2.172048e-42,2.750765e-42,1.941581e-42,2.010221e-42,1.948904e-42,2.328182e-42,1.819671e-42,2.294918e-42,1.957408e-42,2.310596e-42
1.700000e+04,9.069705e-02,6.594117e+01,1.772637e-39,2.146849e-42,2.665196e-42,2.060080e-42,1.965022e-42,2.003921e-42,2.141902e-42,2.193276e-42,1.895881e-42,2.202239e-42,2.071446e-42,2.088073e-42,2.561090e-42,2.137317e-42,2.173420e-42,2.055450e-42,2.397518e-42,1.654585e-42,2.271738e-42,2.249210e-42,2.080997e-42
1.800000e+04,9.510899e-02,7.254654e+01,1.681730e-40,2.537909e-42,2.096118e-42,1.943769e-42,2.288125e-42,2.170507e-42,2.127262e-42,2.055713e-42,2.423528e-42,2.154021e-42,2.105558e-42,2.115613e-42,2.129364e-42,1.848573e-42,1.855464e-42,2.293598e-42,2.003200e-42,1.994919e-42,1.871960e-42,2.215295e-42,2.112967e-42
