1000.0000,0.0046,1.8438,0.5240,0.1853
2000.0000,0.0080,1.0936,0.4321,0.1005
3000.0000,0.0118,0.8099,0.2825,0.0924
4000.0000,0.0154,0.8309,0.2504,0.0864
5000.0000,0.0197,0.8942,0.2083,0.0856
6000.0000,0.0238,1.2363,0.1975,0.0987
7000.0000,0.0270,1.4815,0.1749,0.0851
8000.0000,0.0318,1.5646,0.1831,0.0836
9000.0000,0.0341,2.0916,0.1739,0.1029
10000.0000,0.0386,2.5992,0.1579,0.0858
