1.000000e+03,3.907919e-03,1.343343e+00,4.573656e-01,2.992307e-01,3.627078e-01,6.440193e-01,9.539681e-01,5.567082e-01,6.014826e-01,3.291704e-01,1.462159e-01,5.157640e-01,4.956846e-01,5.116338e-01,1.851011e-01,5.910367e-01,2.444376e-01,5.753986e-01,1.550252e-01,4.095632e-01,2.356023e-01,2.692114e-01,5.703693e-01
2.000000e+03,7.021904e-03,9.108161e-01,3.523876e-01,2.118977e-01,3.165195e-01,1.729351e-01,3.744984e-01,2.343423e-01,2.401924e-01,2.328327e-01,2.195398e-01,3.322655e-01,1.460469e-01,2.390622e-01,2.701180e-01,1.298721e-01,2.016073e-01,1.344192e-01,2.954845e-01,2.077657e-01,4.165892e-01,4.124199e-01,3.457435e-01
3.000000e+03,1.044798e-02,7.467755e-01,3.096887e-01,1.714998e-01,2.174506e-01,9.551505e-02,2.198148e-01,1.650563e-01,2.081034e-01,1.970010e-01,1.649305e-01,1.693992e-01,2.623307e-01,1.802794e-01,1.234735e-01,1.867045e-01,1.067109e-01,1.349850e-01,2.015541e-01,1.688305e-01,2.267693e-01,4.067595e-01,2.429113e-01
4.000000e+03,1.446915e-02,9.186083e-01,2.508032e-01,1.745654e-01,1.670328e-01,2.088112e-01,2.295030e-01,1.308193e-01,1.263504e-01,1.747618e-01,1.305966e-01,1.432126e-01,1.931464e-01,1.426910e-01,1.677982e-01,2.496051e-01,1.698249e-01,9.977202e-02,2.753471e-01,1.592770e-01,2.150180e-01,3.056982e-01,1.207767e-01
5.000000e+03,1.731896e-02,1.115517e+00,2.313842e-01,1.129664e-01,9.089940e-02,1.508301e-01,1.080221e-01,1.831985e-01,1.468895e-01,1.197592e-01,1.925116e-01,1.991621e-01,1.532438e-01,1.099775e-01,9.143519e-02,1.428079e-01,9.443547e-02,1.398163e-01,1.039828e-01,1.435847e-01,1.480884e-01,1.640486e-01,1.812264e-01
6.000000e+03,2.175021e-02,1.048161e+00,1.986901e-01,1.545133e-01,1.771521e-01,2.703468e-01,7.792855e-02,1.285964e-01,1.531987e-01,1.109124e-01,1.991827e-01,1.143763e-01,1.253204e-01,1.090131e-01,1.450314e-01,9.864864e-02,2.430345e-01,2.719502e-01,1.530383e-01,1.855148e-01,1.217373e-01,9.116140e-02,1.043107e-01
7.000000e+03,2.452207e-02,1.262128e+00,1.724595e-01,8.383269e-02,1.553521e-01,1.224064e-01,1.705953e-01,2.543341e-01,2.074349e-01,7.188349e-02,6.441474e-02,2.032216e-01,9.879879e-02,1.582198e-01,7.616741e-02,9.177556e-02,1.076451e-01,1.746703e-01,1.414669e-01,1.390826e-01,1.306584e-01,3.071139e-01,1.875432e-01
8.000000e+03,2.789998e-02,1.515900e+00,1.673321e-01,9.969927e-02,6.568186e-02,2.303979e-01,7.538264e-02,1.692992e-01,8.755509e-02,2.082511e-01,9.147404e-02,1.302799e-01,2.084020e-01,1.121982e-01,9.613840e-02,2.894246e-01,1.329632e-01,1.064493e-01,1.088732e-01,1.536075e-01,1.260702e-01,2.181874e-01,1.212396e-01
9.000000e+03,3.089786e-02,1.575273e+00,1.532145e-01,1.470799e-01,2.205003e-01,1.939742e-01,1.058984e-01,8.883809e-02,9.315861e-02,2.180753e-01,1.496310e-01,1.275350e-01,1.092968e-01,2.151242e-01,1.588647e-01,1.571239e-01,1.874733e-01,1.675325e-01,1.834150e-01,9.108782e-02,9.538760e-02,1.023116e-01,1.973486e-01
1.000000e+04,3.468013e-02,2.131670e+00,1.459933e-01,1.385281e-01,2.171874e-01,9.090044e-02,1.849720e-01,1.459657e-01,1.403616e-01,1.959755e-01,1.353653e-01,1.275552e-01,9.731540e-02,1.753264e-01,1.156789e-01,1.324865e-01,9.561889e-02,1.472666e-01,1.214785e-01,1.639547e-01,1.200104e-01,1.287112e-01,1.301178e-01
